housing_median_age,total_rooms,total_bedrooms,population,median_house_value
42,2361,512,1684,75600
36,2162,433,1048,81800
45,1834,421,1405,72400
49,2919,719,1956,88500
39,1015,356,875,67000
50,985,309,621,60900
21,6911,1341,3967,95200
35,2042,378,953,87800
40,3693,771,2102,75000
36,3346,739,2151,68300
20,4927,1042,4205,79800
29,1572,456,1697,63200
35,1313,324,1350,57600
17,2414,594,2487,62700
16,749,222,1277,60900
17,2266,693,3200,60400
19,1548,319,1227,73300
11,1721,381,1708,57100
12,2855,598,1658,81100
18,1260,268,576,101500
30,2972,635,1940,72300
15,1613,203,673,212200
33,993,186,556,103600
40,1542,341,1283,55900
36,969,206,732,57600
9,695,188,810,56300
34,1656,328,1110,59900
31,2447,465,1313,93800
17,605,159,416,87500
31,1923,341,806,97600
45,1750,371,847,77400
21,1937,389,1002,96200
16,2216,458,1135,97500
30,2603,507,1491,123400
25,3301,678,994,97200
17,1118,270,560,112500
33,1541,313,880,117700
28,1689,378,1057,156300
43,1116,222,801,97200
3,3425,611,1588,147800
16,1795,362,1642,86300
24,1520,335,882,100000
14,1506,380,1096,78500
31,2609,645,1796,82000
26,2036,401,1343,88600
29,4176,779,2092,104200
32,2893,481,1198,140600
8,1944,283,814,165500
9,97,20,91,55000
16,3736,761,1942,120200
15,1385,288,775,140600
22,886,173,595,150000
34,1841,354,1019,67500
32,320,73,222,87500
26,1787,364,1548,49500
20,2380,489,1581,61300
23,2363,449,1168,75700
32,2455,508,1344,69400
18,164,30,104,87500
42,2918,576,1182,44000
22,2124,432,829,57500
21,1091,208,660,34600
16,2843,564,892,69100
20,1367,284,429,47500
34,1355,262,434,56100
33,2820,515,976,52600
22,9047,1831,4276,47900
14,1250,272,721,95700
20,1963,434,682,97800
19,3325,660,750,114800
15,991,277,419,82500
12,1736,352,330,160700
17,1631,335,285,130000
15,2199,453,899,107800
20,3301,779,1085,159300
11,3934,697,901,242700
14,5919,1278,265,221400
18,1795,416,483,169800
20,2474,625,338,195500
17,3769,908,1160,188900
13,1907,544,575,162500
14,2284,622,342,87500
14,1847,439,238,137500
10,7744,1573,483,231800
17,4203,816,2900,159900
19,5015,1013,3251,152900
24,4195,706,2200,177800
30,1337,253,838,165400
32,4089,735,2927,142500
29,4964,1056,2773,148100
27,4131,886,2002,157500
33,3252,630,2010,158100
21,7884,2011,4907,160300
16,6568,1603,6012,156100
24,2591,739,3243,108500
37,3149,833,3456,127600
43,2534,592,2448,130500
19,9899,2617,11272,118500
39,3260,821,3130,119200
45,1827,408,1507,129000
31,2697,690,2220,135200
34,2486,560,2443,130400
28,256,66,214,137500
44,309,121,315,112500
24,3174,506,1466,248100
30,3745,767,1762,214200
42,4261,840,2013,221000
52,2351,459,1169,169600
28,1926,556,1717,123200
10,913,265,508,147500
40,2878,592,1444,192300
40,2497,520,1275,193100
19,9371,1980,4259,189700
24,3071,544,1477,222500
26,5745,1017,2780,202300
38,5561,1292,3523,168300
6,10613,2485,7249,168900
28,1049,235,705,150000
37,424,65,266,293800
23,2392,721,3074,136900
16,1680,285,1103,253800
13,833,130,405,322900
15,2608,458,1531,253500
28,1445,268,1017,211000
28,827,178,703,175700
19,2528,554,2332,177000
22,1304,278,887,206300
19,2511,465,1551,231900
20,2606,424,1361,245100
19,2164,410,1309,185300
16,3841,620,1799,245300
18,1984,379,1078,229900
18,2837,522,1454,221000
17,3921,654,1895,238700
18,1819,283,919,222500
21,1141,257,671,155700
21,2294,478,1306,227200
27,1608,503,2031,121000
25,1851,418,1678,135300
32,1740,399,1563,132400
30,2628,444,1372,175000
18,5915,1000,2975,255200
18,1575,230,751,286500
15,2191,358,1150,227500
12,19234,4492,12153,152800
37,641,129,458,252600
52,1437,298,836,165500
12,6758,1241,3918,201700
11,4712,1098,5982,135700
12,512,144,767,72900
19,1907,323,681,244900
19,3562,530,1607,283100
11,5892,837,2327,291800
34,737,140,362,270000
21,3905,583,1528,336600
15,4037,586,1596,390100
14,1835,468,1867,129800
31,1636,380,1468,114700
29,1045,311,1245,112500
13,2685,621,2474,134100
28,1006,228,738,210700
33,2952,565,1264,274600
27,3184,520,1121,377000
28,1973,343,970,279100
19,2150,479,1052,288400
20,1335,290,717,230600
9,1580,287,465,405800
21,2740,615,2630,102700
20,1054,269,1219,76600
22,2927,637,2546,114300
40,622,194,902,109100
39,2288,529,1449,190600
23,2095,536,1858,92400
12,4776,1082,4601,100500
30,146,41,164,206300
13,1642,418,1534,125500
33,1691,308,792,164600
16,1720,473,1427,76200
27,1476,352,1156,137900
30,1484,414,1200,95800
34,2504,550,1810,113700
16,1868,443,1323,163200
12,2198,507,1971,100000
12,3738,710,2337,135000
28,1057,249,288,146900
31,372,68,479,200000
16,3077,628,1479,114600
29,1916,386,1019,87500
39,768,162,264,250000
14,1078,261,382,210000
20,958,245,590,362500
25,726,274,411,450000
20,10053,1768,3083,387500
22,1746,363,886,378800
18,2321,358,803,426000
18,3165,533,1312,357400
28,2830,458,898,500001
42,3944,738,1374,394400
39,5468,834,1782,398800
33,5323,887,1670,468000
40,2124,449,643,369100
30,2722,584,628,487100
39,2144,538,749,364000
37,2190,419,490,465800
44,3494,635,693,452800
52,2616,483,582,500001
31,1736,250,497,407800
25,2201,353,622,386500
32,3152,504,793,469900
22,3553,530,1108,417100
23,4911,693,1480,500000
28,3153,409,569,500001
33,3455,683,1704,225700
29,3735,808,1873,253800
27,3044,661,1229,268000
39,869,173,406,253800
52,974,190,403,236500
52,1001,191,425,241700
47,1811,401,948,249300
52,1431,300,657,240100
52,867,199,391,234600
52,1410,303,578,235400
52,728,161,313,254500
40,1292,271,504,258300
30,724,167,325,247900
19,2371,324,944,240200
52,2584,599,790,286400
52,541,157,240,290000
52,1220,267,488,243800
42,817,194,391,279200
28,3983,852,1582,313900
33,1740,342,638,319800
40,1076,193,406,311100
41,1049,198,428,287500
36,877,175,349,339100
20,1834,554,971,217300
29,3412,827,1574,217100
30,2755,597,1519,234600
27,1619,352,831,226400
21,1242,340,834,243800
39,1629,423,804,236500
33,2461,649,1234,225000
45,2249,412,944,260300
42,2689,510,1023,301000
31,2034,335,966,291300
35,2605,410,1110,329500
17,5039,833,1678,339100
40,626,164,337,225000
19,656,200,248,500000
30,1671,469,760,178100
30,1822,505,932,179500
18,2700,937,1042,150000
32,784,112,262,500001
29,4910,871,3438,450000
20,6332,991,2668,347700
13,3030,413,1027,500001
21,1616,400,688,278800
31,1044,285,762,195300
21,3634,1011,1985,156300
33,1409,307,633,191200
21,2381,701,1264,218000
42,891,203,525,186300
34,3852,733,1661,221300
27,5665,1281,3612,142100
30,2748,502,1491,185000
26,2902,761,2258,128900
30,2958,691,1616,191800
21,2876,802,2487,112800
15,2190,586,1570,122300
24,2437,438,1430,169100
26,3723,789,2563,133100
27,2248,466,1644,131200
33,2938,576,1516,162400
33,1771,398,1037,161800
41,3138,717,1890,140400
37,338,109,231,108300
26,32,8,27,150000
11,32627,6445,28566,118800
18,8581,1957,6071,162200
22,6912,1513,3794,168300
14,2493,407,1296,190000
12,3877,914,2274,194800
18,6601,1395,3562,174800
52,144,54,89,162500
52,935,224,315,146900
21,1108,269,524,154600
52,1128,207,450,154600
52,1219,288,847,183300
23,1398,388,1112,140200
52,3217,742,1670,163100
48,2278,477,1219,154000
40,1739,318,744,156100
38,2308,425,1272,134200
10,969,160,482,218100
36,1446,306,678,153000
23,526,152,245,142500
19,531,112,139,325000
20,3870,795,2088,152700
24,2831,502,1462,158300
37,1170,303,766,136200
33,4518,704,1776,281100
31,1267,319,545,206800
44,3030,589,1373,155200
12,4609,1005,2293,194500
23,4312,993,2317,153200
20,2063,486,1045,153200
34,1797,395,1162,137500
25,4927,1005,2756,162900
52,58,18,48,166700
45,3075,754,1635,139800
44,3690,809,1922,139800
19,4187,684,1827,210400
21,1922,344,1051,183300
15,4741,956,2043,183600
26,2155,339,956,174700
33,2463,421,1235,161500
17,851,118,370,209300
15,3193,468,1303,202600
19,2922,417,1221,238700
22,2483,528,1478,164400
35,3997,762,2074,138100
26,2710,498,1439,175200
14,6778,947,2768,258900
25,3883,740,1641,187300
32,2577,458,1172,175500
45,3023,659,1789,126000
21,1607,356,834,177900
14,3541,499,1577,269900
20,1789,434,1113,139700
25,1701,427,1021,142100
31,1633,316,944,158700
34,1748,284,783,194400
4,1051,263,455,130200
18,3548,880,1476,163400
35,1273,210,555,269300
33,213,36,91,187500
42,106,18,40,275000
13,7065,1259,3864,148600
34,778,137,406,121300
17,4459,944,1812,106700
23,2840,491,1586,130400
33,1066,191,403,240800
29,1868,291,764,195100
18,3735,557,1504,243100
33,2017,370,949,228600
33,1408,273,520,242500
28,1020,169,504,287500
20,4867,1015,1725,267600
20,3494,549,1673,185200
18,1808,400,968,175000
16,2716,546,898,201200
24,407,68,175,216700
12,4270,654,1624,331300
28,2024,340,844,361100
36,831,122,272,304800
44,1066,190,416,304000
25,1821,344,349,398800
34,2048,316,780,339200
31,3440,574,1538,325900
38,1938,301,823,280800
35,1227,236,548,336700
29,2278,397,765,348200
33,2542,466,1099,248500
18,2487,516,980,187500
25,928,195,413,196900
49,1977,393,741,247600
23,2191,415,959,214500
18,1297,337,610,184400
24,1741,289,564,248400
26,2101,390,2171,159700
34,2517,483,1324,189400
20,1036,202,589,303300
37,1898,359,973,256600
32,1735,331,785,275800
18,742,142,343,98400
22,509,103,139,152800
22,678,137,336,142500
15,1743,366,655,146900
35,1705,321,708,300000
43,2088,379,721,245000
18,2083,506,926,225000
33,1239,262,539,195800
32,2723,637,1549,183100
18,3753,752,1454,185700
15,6828,1319,3002,143400
17,1878,345,892,143100
13,1110,216,602,144400
16,1000,197,508,138800
17,838,161,388,163500
10,3063,497,1168,185100
10,3138,524,1275,164500
8,4839,832,1977,155900
7,2767,423,1143,170200
8,2870,526,1307,201700
7,439,84,246,162500
13,1839,275,752,209600
10,1813,311,827,182100
9,2374,372,884,206400
12,1875,307,806,195200
14,1651,279,633,194800
15,1999,287,585,361900
11,1887,303,775,187200
14,1405,269,660,156800
14,1131,193,520,180400
13,1085,227,629,171500
9,1431,254,681,170400
10,680,143,354,161500
19,2323,397,963,162700
14,811,161,352,140300
9,3415,562,1208,185900
5,906,144,376,188200
8,2112,360,782,175000
7,4194,673,1355,226100
9,2802,447,955,213300
16,1528,351,729,138800
14,1006,187,462,152000
9,999,189,411,151800
16,1039,182,554,128300
13,3883,763,1816,144400
14,983,163,399,145100
11,1265,224,573,162500
39,2099,433,929,113800
48,1188,227,471,125700
20,1634,374,1053,154900
10,2229,537,982,132700
52,1749,422,837,109700
35,2637,511,1181,109200
52,2432,495,928,121100
17,3033,590,1319,111800
25,2200,439,1045,116700
45,204,62,133,90600
16,1427,319,642,125000
14,1889,471,853,112500
28,2843,535,1310,123100
48,1759,389,716,108300
52,1452,309,637,103900
43,1264,273,611,117100
12,1321,268,661,153800
14,3338,608,1373,160100
15,2809,450,1267,191700
16,1497,275,737,182500
15,2993,562,1296,156800
13,2331,464,1110,164900
14,770,116,285,155400
23,2550,457,1016,153000
10,1170,225,537,163200
17,856,167,518,144300
17,2277,459,1149,149500
52,3720,707,1424,155000
49,3739,759,1422,143100
14,810,151,302,136100
52,1549,275,604,155400
14,1864,331,894,171800
14,3120,595,1569,157400
17,3127,539,1390,172800
17,2282,431,974,155100
16,2616,422,1090,179200
16,352,105,226,79500
15,1337,326,1172,85000
17,3442,705,1693,128900
18,453,117,152,85700
17,1076,283,171,83900
18,1046,204,486,110900
26,1988,379,905,109500
16,1536,298,646,155700
14,2421,489,1000,119800
10,614,141,195,116300
10,2325,410,1016,117300
9,2738,510,1193,124800
9,2254,400,694,138100
24,6012,1227,780,122100
29,1986,474,337,95800
11,2520,401,397,145600
9,2739,555,294,162500
8,4195,725,291,180800
7,2045,358,245,152300
8,1872,281,203,198400
7,914,159,85,187500
7,2611,395,482,174100
28,2851,496,1287,264100
34,2228,399,1159,228900
36,1870,338,947,217000
34,1632,263,690,255800
35,1928,360,1056,215700
31,1975,373,918,202000
33,1700,369,981,194000
31,1471,321,841,232800
29,2316,522,1275,192600
31,2397,518,1407,185200
33,1770,370,1346,162500
34,1475,319,698,186000
14,999,232,1037,166100
25,3445,801,2400,161900
37,2633,630,1904,161300
15,2014,419,839,175400
32,2620,398,1296,241300
35,1887,328,989,198100
24,2017,416,900,251400
18,3744,1027,1654,215000
18,2825,660,1590,153600
28,639,179,1062,145200
32,1661,312,1201,178200
11,3127,706,1594,141300
32,1053,207,1038,165500
13,2312,592,2038,137000
25,3250,546,1452,303800
30,1596,307,845,241100
31,2237,431,1135,267900
26,1962,540,1236,145000
30,2658,382,1135,245000
28,3664,719,1820,224700
25,2431,534,1702,184400
27,4566,620,2045,267700
30,2506,394,1255,198200
34,2271,437,1393,174400
37,1128,273,931,137500
33,1626,378,1062,139600
12,4415,890,1532,166300
21,2578,363,1207,291700
15,5799,842,2314,350500
20,3349,685,1822,227000
17,6100,861,2771,306700
12,4325,1191,1897,247400
17,2936,555,1381,190300
27,698,116,391,267600
21,380,91,398,208300
27,2181,501,1555,196400
34,1763,303,894,221700
32,1530,301,666,230200
24,2249,379,1015,267100
34,1473,312,1025,170400
33,1264,224,527,216500
36,1376,257,687,195400
8,2120,544,1281,159500
14,1562,373,609,125000
16,1426,216,652,288700
23,1533,226,693,258200
19,2176,414,1002,193500
26,2885,476,1227,226600
33,4181,804,2049,201600
19,2181,400,1272,302100
33,2868,382,1204,336900
27,2558,310,891,411800
27,829,114,383,293500
18,2895,487,1116,400000
13,1814,320,1010,337900
24,1698,297,676,364600
18,3821,576,1430,349600
28,2696,346,947,375400
17,1671,192,678,467600
12,1859,393,622,161800
19,8096,1318,3853,269500
9,1899,284,1070,381500
15,3057,479,1679,372600
10,2423,356,1213,346900
6,1537,347,506,146800
25,3578,461,1588,341300
17,1665,247,755,349000
24,1332,252,625,334100
18,8836,1527,3946,313000
30,2629,331,956,500001
30,2577,404,1076,459600
35,2159,343,833,365100
27,2029,242,711,500001
25,2037,515,1435,188800
29,1310,332,937,158700
25,1025,266,726,137500
26,1240,285,781,205800
28,1784,440,1255,169200
34,2138,490,1682,161700
35,1691,367,1265,174300
12,1370,367,1022,141700
35,2146,430,1230,184900
35,2181,371,1249,183200
35,1972,367,1152,187500
35,2375,439,1343,193500
35,2478,431,1333,191400
32,2366,505,1283,190000
46,1747,312,770,256000
34,1599,296,938,184900
35,1854,383,1115,185200
22,1432,335,746,55000
27,890,289,416,167500
37,1785,360,1155,175800
34,1939,355,817,275000
36,2824,493,1394,194700
33,1013,312,706,197500
36,2038,343,1066,195700
36,1672,318,1173,182100
35,1216,225,893,184000
35,1235,227,875,183100
35,2127,417,1247,185600
52,2157,362,1001,240000
10,1277,488,730,137500
46,2066,450,1275,187000
35,1694,296,679,239300
44,308,87,301,191100
36,1125,285,966,162500
52,950,229,429,182100
45,1306,293,585,241700
32,2458,359,967,293500
52,1270,276,609,232500
34,1851,291,784,235600
32,1683,273,719,243600
32,1632,244,575,318700
30,1631,212,523,351900
35,2062,353,991,230400
34,1396,245,661,215400
28,2315,538,1360,218600
34,1411,292,1040,195200
52,2031,506,1191,177300
18,1616,532,866,119100
16,959,176,353,173300
15,957,360,615,162500
15,1655,626,1549,175000
33,1582,256,771,229600
27,2091,336,1037,243400
25,1492,439,755,188200
32,1133,216,693,202100
35,1919,349,1302,190900
32,1569,422,835,148900
45,1006,230,1237,168000
36,931,279,778,155000
17,1627,398,1216,186600
35,931,181,516,182500
29,1221,371,1822,162500
28,1395,398,1220,193800
26,2296,570,1415,165800
26,745,161,247,133900
16,2434,455,1017,176300
21,3180,434,1413,277300
15,1705,478,759,114400
19,3583,911,2300,218400
17,3218,923,1701,265500
25,1142,162,486,270100
16,2889,423,1227,270800
17,1452,188,630,285200
25,3205,409,1291,299200
21,3181,447,1416,280300
22,4386,593,1915,289800
24,2002,253,820,274500
19,1674,243,786,275000
19,1621,328,871,201400
17,1441,530,769,171700
22,2340,664,1382,184600
25,1808,440,1342,156900
24,2655,702,1519,183900
28,3333,752,2026,190700
28,2612,602,1682,204300
12,1600,251,685,254000
33,45,11,34,350000
18,329,72,209,187500
22,4020,655,1486,262300
14,4753,681,2138,288500
20,3977,540,1886,272200
15,5078,806,2569,301900
20,4026,648,1997,260500
25,1548,256,811,242200
24,3935,625,1912,226900
24,3326,503,1616,240600
21,1519,388,1203,145300
19,2232,448,1149,324400
7,2663,642,1367,162400
15,1898,476,1766,158500
16,1332,368,1534,297100
19,1591,279,891,216000
18,2705,713,2726,200000
28,2292,531,2197,142800
22,1105,241,971,113900
13,3252,583,1546,297900
18,1982,300,1027,327500
24,2168,421,1050,238300
19,2968,503,1430,371700
21,3079,509,1431,278900
16,3471,708,1769,246100
16,3973,595,1971,263700
23,2446,360,1196,272800
24,1723,223,707,299600
25,1737,270,840,245700
23,2365,355,1209,259400
19,3544,542,1787,264300
18,2112,340,1048,231700
15,5392,895,2531,280300
5,6971,1449,3521,243900
19,2265,283,904,461300
19,4491,680,2457,233500
16,5954,1281,3107,206100
18,133,29,95,235000
14,4039,669,1905,303000
13,3292,727,1565,308800
11,3331,410,1460,371800
17,4575,764,2054,272400
14,1956,282,671,306400
16,5819,986,2306,277500
25,3121,381,1278,357900
17,8562,1351,3822,252600
16,5609,952,2624,169600
16,1800,238,871,301900
14,6239,901,2923,268200
25,1137,170,524,259300
22,3760,482,1485,354900
4,37937,5471,16122,366300
9,4838,759,2090,307800
8,4874,627,2070,410200
7,9729,1210,4160,415300
23,3038,470,1568,233000
21,2603,404,1350,235900
18,1810,305,1189,213500
16,4151,637,1558,304900
25,1788,203,676,454300
17,4343,515,1605,460100
9,10484,1603,4005,365300
16,3781,504,1665,335600
16,4390,660,2146,266000
16,3182,429,1663,288200
23,1986,278,826,380000
16,3973,483,1373,417000
13,2021,362,1081,231400
11,10535,1620,4409,283200
13,5415,827,2061,353100
15,3764,510,1448,410500
16,3491,502,1496,270500
15,3086,457,1262,300700
5,4380,715,1913,266400
14,3666,442,1400,500001
14,2452,296,954,388300
4,5416,820,1753,314000
12,6208,750,2443,413700
2,582,70,199,500001
25,2765,475,1666,230700
25,5950,1155,4528,204600
14,1206,142,572,388700
18,3548,474,1506,290300
17,4138,805,2442,242000
5,3178,631,1467,237100
16,2022,254,789,286900
16,4065,661,1962,256600
24,3859,661,1972,227400
17,3464,519,1713,248400
21,1932,266,860,274000
24,1684,232,781,279600
25,3745,522,1648,278100
23,3588,577,1695,243200
16,5218,1187,2701,143100
13,5830,921,2897,257400
9,5774,1320,3086,202200
43,1911,439,930,186400
36,1317,228,531,272500
25,3164,449,1517,266000
18,4552,706,1918,288100
20,1213,171,565,314800
16,3016,394,1172,315600
18,1614,210,692,280300
16,4277,565,1642,286600
16,9653,2000,4732,197200
18,4265,581,2025,282700
19,2962,405,1295,248000
16,3010,580,1649,236200
19,3913,460,1646,303900
16,1538,260,835,234800
17,3173,501,1555,250800
11,2722,554,1565,164100
13,8527,1364,4597,237900
15,3485,519,1740,251900
16,3388,425,1395,351300
15,4713,671,2197,294800
16,3299,610,1967,223300
10,3580,491,1688,288700
2,7826,893,2985,484100
10,4814,643,1808,436600
11,2422,429,810,293200
4,6842,1512,3256,216600
9,4257,785,1293,196700
6,3068,549,985,238000
15,2708,410,1140,275000
16,3970,771,1202,184800
16,5175,799,2717,257800
14,5232,810,3041,247900
13,2319,430,1004,316100
4,3274,383,1312,348000
5,1998,500,1185,195600
2,2411,354,703,331400
16,2483,443,1357,214200
8,2649,340,1238,337900
16,2102,350,1003,170800
15,2423,435,1366,181800
6,3157,721,1695,222300
4,3289,728,1345,184400
15,1743,254,943,286000
14,1343,175,650,363200
15,426,62,133,447400
3,2993,429,991,378200
5,5348,659,1862,495400
3,8874,1302,3191,302000
29,1223,215,633,279800
6,454,102,213,483300
3,1206,256,563,167800
4,3305,644,1693,215000
4,2000,422,833,190300
4,1318,218,673,260800
2,4860,1193,2332,151900
4,3134,504,1599,233900
3,4541,720,1600,284900
6,5221,1217,2597,204000
4,1793,390,897,182800
4,1606,498,815,500001
2,4678,817,1970,219000
7,6814,785,2175,500001
23,2656,515,998,500001
12,5744,1054,2104,500001
35,2556,404,946,402900
31,3959,856,1919,282000
29,2193,389,922,309200
4,1812,255,661,294200
5,3549,604,1571,363500
4,1969,280,805,310800
6,950,184,426,220700
7,7684,1088,2812,387300
25,2174,428,603,249400
27,334,56,130,284100
27,1835,413,1221,247100
27,3858,1062,2321,231000
24,1296,384,850,231300
17,2737,654,910,370800
23,4052,955,1950,240600
33,1150,383,604,187500
27,1005,266,460,190600
27,1444,412,597,310000
4,2369,566,996,243800
3,5813,1264,2363,341300
22,3167,743,1797,252100
17,2248,448,878,246000
23,2482,461,1048,280600
24,2303,399,851,346500
21,3951,562,1392,414000
17,2036,272,713,346200
14,3223,484,1230,358800
22,2728,616,1081,500001
24,3571,722,1409,277800
25,2994,519,903,500001
18,1679,271,783,300000
26,2073,370,952,288100
28,1261,233,609,312700
22,809,180,334,500001
16,2223,454,628,248800
3,2516,429,781,271600
10,3484,582,1469,402200
6,1638,188,572,500001
12,3619,536,1506,353600
4,2320,405,1408,256000
19,7034,1139,2824,277300
12,2007,397,1033,275900
15,7468,1275,3033,239300
31,5112,778,1530,500001
38,3832,809,1332,381200
29,1720,269,612,500001
3,6388,920,2129,420600
13,4866,812,1909,244800
14,1672,295,704,251300
17,3617,597,1176,324000
4,3623,734,1129,500001
17,2168,290,654,500001
5,4549,786,1238,295900
19,3562,439,1584,288100
24,1956,262,969,265900
17,2150,361,1194,227000
16,2092,489,877,216900
16,2205,393,1333,279500
12,3258,421,1464,332000
13,3320,426,1432,348100
12,3473,466,1569,314000
5,6678,1011,2877,330000
8,2327,263,899,500001
8,2887,351,1176,500001
7,4458,731,1731,285600
15,1786,299,727,231400
17,2232,372,1072,214500
16,3084,724,2557,106300
15,2782,579,983,183300
10,366,61,128,250000
19,2930,428,1481,480800
18,4173,625,1649,294300
25,3240,481,1462,288500
13,2020,378,679,305600
16,1956,346,862,186300
17,2112,480,1893,120400
18,1645,393,1490,126400
19,1258,246,545,184400
23,3499,722,1480,300000
20,1577,363,764,320800
21,2208,534,1423,305600
19,2595,621,1728,243800
21,1857,399,881,350000
5,1889,359,616,500001
5,2262,427,1016,315500
5,2840,403,1363,341400
5,3621,632,1546,322800
9,3856,571,1646,318300
20,1767,280,801,272000
17,5041,778,2396,282900
4,2142,625,1176,325000
2,5261,763,1460,279000
3,7374,1444,3214,278200
5,6698,1254,2834,288500
17,2486,417,876,340900
11,2198,252,883,487000
12,4676,698,1543,500001
2,10008,1453,3550,500001
4,1764,220,705,384200
3,1618,266,710,274300
4,4956,693,1802,354700
12,2459,390,1054,262100
2,2112,305,703,298500
3,2443,637,1033,183300
4,3283,911,1512,138500
7,4907,577,1883,453800
15,2460,368,962,318300
2,2530,562,1066,187500
9,1204,355,469,119900
4,3289,753,1285,226000
6,3673,881,1846,144300
4,2428,401,959,268500
4,1223,275,505,173000
4,2351,445,834,245400
5,1680,254,617,397700
4,7474,1037,2969,434700
10,3458,638,1156,336700
6,16590,2696,6223,340300
14,3894,672,1490,368500
9,6564,1316,1720,454100
17,2681,454,830,345700
29,5650,1084,3985,162500
14,4321,582,2025,355100
15,2849,537,878,158300
12,4025,574,2042,344900
15,2102,295,1060,337100
3,3636,749,1486,207500
4,2446,622,1315,137500
16,5805,852,2356,274600
16,3774,456,1587,307400
16,3388,492,1249,355600
14,2945,356,1293,308900
16,1565,274,950,220600
16,2497,500,1357,241800
16,1641,354,945,219700
16,4428,745,1525,286800
16,1230,242,380,67500
19,2957,492,1639,225600
23,3038,473,1501,241700
22,2520,387,1338,242800
11,4508,618,1993,386100
14,3011,388,1359,368700
10,2464,347,1241,362500
15,941,266,366,148400
15,1010,350,470,108300
18,328,68,391,87500
11,2630,327,1256,350500
5,4246,689,1933,225700
5,10534,2035,4656,309200
4,10175,2181,4762,237400
6,10395,1915,4783,239900
4,5687,970,2677,243400
6,211,51,125,500001
15,5394,748,2383,302000
15,5743,773,2380,326600
23,1444,260,792,273800
18,3783,654,1843,215800
16,2592,372,1279,262000
9,5206,992,4660,162500
24,3260,458,1383,272800
17,1063,189,363,261300
16,2617,506,1317,201400
16,2666,387,1227,302400
24,3477,462,1593,276500
15,1392,267,681,187200
14,1413,372,744,184100
15,500,113,261,154000
16,1666,341,479,55000
16,4702,806,2529,238900
19,2500,331,1027,315600
16,3400,501,1575,295500
16,2745,447,1429,325500
16,1532,240,679,313900
16,1998,308,818,326100
14,2635,516,1150,306700
14,1800,362,874,251000
15,2099,322,873,328000
5,623,146,396,225000
8,2032,349,862,274100
8,2098,342,908,342900
8,2440,502,1113,242500
9,1567,299,675,199600
9,2435,396,1194,275000
9,3279,530,1447,296600
8,1964,413,913,192200
15,1834,330,841,234300
14,1750,336,852,236800
13,2636,416,1137,311500
11,1994,477,849,235600
9,1633,295,928,265900
10,2106,319,1002,375300
5,2638,521,1179,240000
5,2487,388,1147,302500
4,3345,552,1525,329100
5,1256,256,880,450000
4,1545,304,788,500001
4,1346,213,603,360600
3,3068,494,1357,333600
17,2895,439,1588,290700
4,3226,838,1666,184500
3,7105,1459,3068,358000
12,4329,1068,1913,160200
10,2815,431,1181,278700
9,2153,316,954,304700
13,1939,247,928,379800
5,4050,584,1986,375700
4,1646,321,859,227800
16,2207,291,1081,331200
4,974,232,428,195400
3,8240,1410,3318,291300
16,1663,250,597,233900
16,6259,1098,3785,247100
16,3114,463,1641,283200
16,6339,862,3132,313400
6,1593,371,832,239500
5,1549,378,735,194000
16,1416,249,636,227700
15,1875,316,890,244800
16,3067,396,1275,340000
13,1161,289,630,333300
38,1757,464,821,433300
36,2057,329,658,500001
24,6258,1003,1730,500001
35,2067,428,724,500001
33,247,80,167,237500
41,2017,489,783,500001
29,1421,462,520,450000
39,5066,1292,1915,452100
21,8711,1544,3173,378200
29,3590,772,1070,500001
28,2024,297,617,499100
5,11976,2495,4327,194400
16,20,5,15,450000
15,1010,274,649,350000
17,2634,641,1454,275000
15,2355,438,747,272800
16,1574,385,515,291700
24,3930,661,1831,269000
16,2542,498,1022,223400
16,1414,191,635,383900
20,2851,490,1192,274200
24,4227,641,1605,278400
11,6840,1689,6083,198300
25,2267,359,866,500001
15,3191,482,930,500001
27,2278,316,772,500001
21,4281,582,1443,500001
23,3166,411,1092,500001
17,2975,371,1247,500001
18,729,105,316,500001
14,4340,741,1505,500001
13,5192,658,1865,500001
17,3095,551,1175,500001
28,3404,497,1134,500001
28,2250,329,826,466400
47,3090,652,1105,373700
46,1033,223,462,384700
50,1152,341,519,500001
28,3085,499,1176,426100
18,3224,561,1310,391900
24,2105,346,712,500001
32,3116,661,1105,445600
44,1833,331,515,500001
15,2874,592,1382,161800
16,4134,740,2103,231400
9,2499,492,1111,182300
21,2322,518,662,110000
19,1144,268,365,105800
25,3004,718,891,80300
15,1362,255,378,162500
19,5777,1261,1711,86900
16,590,130,178,186800
16,1889,590,686,241700
16,2753,576,857,229800
17,2116,474,662,180800
17,2499,566,781,186500
5,4944,1164,1727,255600
16,2270,488,709,227600
17,2612,582,832,120600
16,2371,725,1738,322600
26,2283,506,634,74300
8,3329,753,1312,229800
25,3011,714,893,74800
26,2033,463,618,80400
26,2653,621,774,81100
26,3046,726,888,74100
26,2280,550,669,72300
25,1949,459,602,72500
26,1021,230,301,80600
25,1321,295,396,77100
11,8039,1717,3445,190900
5,665,171,384,230400
5,1688,430,857,231600
4,1649,456,1030,225000
4,1011,198,511,296200
9,638,266,426,187500
8,2149,426,950,250400
15,2460,447,1049,387500
17,4477,610,1798,410400
18,2105,302,830,362500
8,32,9,26,270800
8,4447,713,1680,450400
15,3236,451,1289,493000
18,1974,260,808,500001
16,2404,349,868,442100
